Word (he),Word (en),Root,Part of speech,Binyan,Meaning
לְצוֹתֵת,letzotet,"['צ', 'ת', 'ת']",Verb,pi'el,to eavesdrop
לִקְבּוֹל,likbol,"['ק', 'ב', 'ל']",Verb,pa'al,to complain
לְהִתְקַבֵּל,lehitkabel,"['ק', 'ב', 'ל']",Verb,hitpa'el,to be received; to be accepted
קִיבּוֹלֶת,kibolet,"['ק', 'ב', 'ל']",Noun,"kittolet pattern, feminine",capacity
קַבָּלָה,kabala,"['ק', 'ב', 'ל']",Noun,"kattala pattern, feminine","receipt, reception; acceptance"
קַבָּל,kabal,"['ק', 'ב', 'ל']",Noun,"kattal pattern, masculine",capacitor
מְקוּבָּל,mekubal,"['ק', 'ב', 'ל']",Adjective,mekuttal pattern,"accepted, popular; customary"
מַקְבִּיל,makbil,"['ק', 'ב', 'ל']",Adjective,maktil pattern,"parallel; comparable, matching"
לְקַבֵּל,lekabel,"['ק', 'ב', 'ל']",Verb,pi'el,"to receive, to get; to accept"
לְהַקְבִּיל,lehakbil,"['ק', 'ב', 'ל']",Verb,hif'il,to be parallel (to something); to compare
קִיבּוּל,kibul,"['ק', 'ב', 'ל']",Noun,"kittul pattern, masculine","volume, capacity; (electricity) capacitance"
קַבְּלָן,kablan,"['ק', 'ב', 'ל']",Noun,contractor (construction),
קִיבּוּעַ,kibua,"['ק', 'ב', 'ע']",Noun,"kittul pattern, masculine","fixing, fixation"
קְבִיעוּת,kvi'ut,"['ק', 'ב', 'ע']",Noun,feminine,tenure; constancy
קָבוּעַ,kavua,"['ק', 'ב', 'ע']",Adjective,katul pattern,"fixed, steady, constant"
לְקַבֵּעַ,lekabea,"['ק', 'ב', 'ע']",Verb,pi'el,"to fix, to affix, to stabilise"
קְבִיעָה,kvi'a,"['ק', 'ב', 'ע']",Noun,"ktila pattern, feminine","ruling, decision, order; setting, confirmation (of a date, time, place); fixing (photography)"
לְהִיקָּבֵעַ,lehikavea,"['ק', 'ב', 'ע']",Verb,nif'al,"to be decided, to be ruled"
לְהִתְקַבֵּעַ,lehitkabea,"['ק', 'ב', 'ע']",Verb,hitpa'el,to be fixed firmly; to become permanent
לִקְבּוֹעַ,likboa,"['ק', 'ב', 'ע']",Verb,pa'al,"to determine, to set, to decide on something"
קִיבָּעוֹן,kiba'on,"['ק', 'ב', 'ע']",Noun,"kittalon pattern, masculine",fixation (psychology)
קְבוּצָה,kvutza,"['ק', 'ב', 'ץ']",Noun,"ktula pattern, feminine","group, collection; set (mathematics)"
לְהִיקָּבֵץ,lehikavetz,"['ק', 'ב', 'ץ']",Verb,nif'al,"to be gathered, to gather"
קוֹבֶץ,kovetz,"['ק', 'ב', 'ץ']",Noun,"kotel pattern, masculine","file (computing); collection, anthology"
קַבְּצָן,kabtzan,"['ק', 'ב', 'ץ']",Noun,beggar,
לְקַבֵּץ,lekabetz,"['ק', 'ב', 'ץ']",Verb,pi'el,"to collect, to assemble"
לְהִתְקַבֵּץ,lehitkabetz,"['ק', 'ב', 'ץ']",Verb,hitpa'el,"to gather, to congregate, to be collected"
קִיבּוּץ,kibutz,"['ק', 'ב', 'ץ']",Noun,"kittul pattern, masculine","kibbutz, collective settlement; gathering, collection"
לִקְבּוֹץ,likbotz,"['ק', 'ב', 'ץ']",Verb,pa'al,"to collect, to assemble (biblical)"
לִקְבּוֹר,likbor,"['ק', 'ב', 'ר']",Verb,pa'al,"to bury, to inter"
לְהִיקָּבֵר,lehikaver,"['ק', 'ב', 'ר']",Verb,nif'al,"to be buried, to be interred"
קָבוּר,kavur,"['ק', 'ב', 'ר']",Adjective,katul pattern,buried
קְבוּרָה,kvura,"['ק', 'ב', 'ר']",Noun,"ktula pattern, feminine",burial; grave
קֵבֶר,kever,"['ק', 'ב', 'ר']",Noun,"ketel pattern, masculine","grave, tomb"
קַבַּרְנִיט,kabarnit,[],Noun,masculine,captain (of a ship or airplane); leader
לָקוֹד,lakod,"['ק', 'ד', 'ד']",Verb,pa'al,"to bow, to salute, to nod (to someone) (אל)"
לְקַדֵּד,lekaded,"['ק', 'ד', 'ד']",Verb,pi'el,"to drill, to bore; to encode"
קַדַּחַת,kadachat,"['ק', 'ד', 'ח']",Noun,"kattelet pattern, feminine",fever; malaria
לִקְדּוֹחַ,likdoach,"['ק', 'ד', 'ח']",Verb,pa'al,"to have fever; to drill, to bore"
מַקְדֵּחָה,makdecha,"['ק', 'ד', 'ח']",Noun,"maktela pattern, feminine",drill (tool)
אֶקְדָּח,ekdach,"['ק', 'ד', 'ח']",Noun,"ektal pattern, masculine","pistol, hand gun"
קְדִיחָה,kdicha,"['ק', 'ד', 'ח']",Noun,"ktila pattern, feminine","drilling, boring; delirium, fever"
מַקְדֵּחַ,makdeach,"['ק', 'ד', 'ח']",Noun,"maktel pattern, masculine",drill bit
לְהַקְדִּיחַ,lehakdiach,"['ק', 'ד', 'ח']",Verb,hif'il,"to burn (food, due to overcooking)"
לְהִיקָּדֵחַ,lehikadeach,"['ק', 'ד', 'ח']",Verb,nif'al,"to be drilled, to be bored (of a hole, well)"
מוּקְדָּם,mukdam,"['ק', 'ד', 'ם']",Adjective,muktal pattern,early
לְהִתְקַדֵּם,lehitkadem,"['ק', 'ד', 'ם']",Verb,hitpa'el,"to advance, to progress (intransitive)"
קִידּוֹמֶת,kidomet,"['ק', 'ד', 'ם']",Noun,"kittolet pattern, feminine",prefix
קִדְמִי,kidmi,"['ק', 'ד', 'ם']",Adjective,front,
קִדְמָה,kidma,"['ק', 'ד', 'ם']",Noun,"kitla pattern, feminine","progress, advancement"
קָדִימָה,kadima,"['ק', 'ד', 'ם']",Adverb,"forward, forwards",
הַקְדָּמָה,hakdama,"['ק', 'ד', 'ם']",Noun,"haktala pattern, feminine","foreword, preface, introduction"
תַּקְדִּים,takdim,"['ק', 'ד', 'ם']",Noun,"taktil pattern, masculine",precedent
הִתְקַדְּמוּת,hitkadmut,"['ק', 'ד', 'ם']",Noun,"hitkattlut pattern, feminine","progress, advancement"
מְקַדֵּם,mekadem,"['ק', 'ד', 'ם']",Noun,"mekattel pattern, masculine",coefficient
קָדוּם,kadum,"['ק', 'ד', 'ם']",Adjective,katul pattern,ancient
לְקַדֵּם,lekadem,"['ק', 'ד', 'ם']",Verb,pi'el,"to advance, to promote, to welcome"
לְהַקְדִּים,lehakdim,"['ק', 'ד', 'ם']",Verb,hif'il,to precede; to do something early
קִידּוּם,kidum,"['ק', 'ד', 'ם']",Noun,"kittul pattern, masculine",advancement; promotion
לִקְדּוֹם,likdom,"['ק', 'ד', 'ם']",Verb,pa'al,to precede; to be ahead
הֶקְדֵּם,hekdem,"['ק', 'ד', 'ם']",Noun,"hektel pattern, masculine","completing early, doing something ahead of time"
קַדְמוֹן,kadmon,[],Adjective,"ancient, prehistoric",
לְהִתְקַדֵּר,lehitkader,"['ק', 'ד', 'ר']",Verb,hitpa'el,"to darken, to become cloudy"
לִקְדּוֹר,likdor,"['ק', 'ד', 'ר']",Verb,pa'al,"to darken, to become gloomy"
קַדָּרוּת,kadarut,"['ק', 'ד', 'ר']",Noun,feminine,pottery
קַדָּר,kadar,"['ק', 'ד', 'ר']",Noun,"kattal pattern, masculine",potter
קָדוֹשׁ,kadosh,"['ק', 'ד', 'ש']",Adjective,katol pattern,"saint, holy; sacred, hallowed"
קִידּוּשׁ,kidush,"['ק', 'ד', 'ש']",Noun,"kittul pattern, masculine",Kiddush (Jewish tradition)
לְהִתְקַדֵּשׁ,lehitkadesh,"['ק', 'ד', 'ש']",Verb,hitpa'el,"to become sanctified, hallowed"
מִקְדָּשׁ,mikdash,"['ק', 'ד', 'ש']",Noun,"miktal pattern, masculine","temple, sanctuary"
קוֹדֶשׁ,kodesh,"['ק', 'ד', 'ש']",Noun,"kotel pattern, masculine","holiness, sanctity; sacred place or object"
הַקְדָּשָׁה,hakdasha,"['ק', 'ד', 'ש']",Noun,"haktala pattern, feminine","consecration, sanctification; dedication, designation"
לְקַדֵּשׁ,lekadesh,"['ק', 'ד', 'ש']",Verb,pi'el,"to sanctify, to hallow"
לְהַקְדִּישׁ,lehakdish,"['ק', 'ד', 'ש']",Verb,hif'il,"to dedicate, to devote"
קֵהוּת,kehut,"['ק', 'ה', 'ה']",Noun,feminine,"dullness, bluntness; apathy"
קֵהֶה,kehe,"['ק', 'ה', 'ה']",Adjective,kete pattern,"dull, blunt; dulled, blurred"
לְהִתְקַהוֹת,lehitkahot,"['ק', 'ה', 'ה']",Verb,hitpa'el,"to numb, to become dull (of a knife)"
לְהַקְהוֹת,lehakhot,"['ק', 'ה', 'ה']",Verb,hif'il,"to make dull (of a knife), to numb"
קְהִילָּה,kehila,"['ק', 'ה', 'ל']",Noun,"ktila pattern, feminine","community, congregation"
הִתְקַהֲלוּת,hitkahalut,"['ק', 'ה', 'ל']",Noun,"hitkattlut pattern, feminine","crowd, gathering of people"
לְהִתְקַהֵל,lehitkahel,"['ק', 'ה', 'ל']",Verb,hitpa'el,"to congregate, to assemble, to flock"
מַקְהֵלָה,makhela,"['ק', 'ה', 'ל']",Noun,"maktela pattern, feminine",choir
לְהִיקָּהֵל,lehikahel,"['ק', 'ה', 'ל']",Verb,nif'al,"to gather, to assemble"
קְהִלָּתִי,kehilati,"['ק', 'ה', 'ל']",Adjective,community; parochial,
קָהָל,kahal,"['ק', 'ה', 'ל']",Noun,"katal pattern, masculine","community, public; audience"
קְהִילָתִי,kehilati,"['ק', 'ה', 'ל']",Adjective,community; parochial,
קְהִילָה,kehila,"['ק', 'ה', 'ל']",Noun,"ktila pattern, feminine","community, congregation"
לְהַקְהִיל,lehakhil,"['ק', 'ה', 'ל']",Verb,hif'il,"to assemble, to bring together"
קַו,kav,[],Noun,masculine,"line; route, track"
לְקַווֵּד,lekaved,"['ק', 'ו', 'ד']",Verb,pi'el,to encode (computing)
קוֹדֵם,kodem,[],Adjective,"preceding, previous (ל־)",
לְהִיקָּווֹת,lehikavot,"['ק', 'ו', 'ה']",Verb,nif'al,"to flow, to form a body of liquid"
תִּקְווָה,tikva,"['ק', 'ו', 'ה']",Noun,"taktela pattern, feminine",hope
לְקַוּוֹת,lekavot,"['ק', 'ו', 'ה']",Verb,pi'el,to hope
מִקְווֶה,mikve,"['ק', 'ו', 'ה']",Noun,"miktal pattern, masculine","mikveh, ritual bath (judaism)"
קוֹל,kol,[],Noun,masculine,sound; voice
קוֹלָב,kolav,[],Noun,"hanger, rack (clothes)",
קוֹלְנוֹעַ,kolnoa,[],Noun,masculine,"cinema; cinematography, film-making"
קוֹלָנִי,kolani,[],Adjective,"vocal, boisterous, noisy",
לָקוּם,lakum,"['ק', 'ו', 'ם']",Verb,pa'al,"to get up, to stand up, to arise; to be established, to come into being"
לְהָקִים,lehakim,"['ק', 'ו', 'ם']",Verb,hif'il,"to build, to found, to establish"
לְקוֹמֵם,lekomem,"['ק', 'ו', 'ם']",Verb,pi'el,"to outrage, to anger"
לְהִתְקוֹמֵם,lehitkomem,"['ק', 'ו', 'ם']",Verb,hitpa'el,"to rebel, to revolt"
מָקוֹם,makom,"['ק', 'ו', 'ם']",Noun,"miktal pattern, masculine","place, space, seat"
תְּקוּמָה,tkuma,"['ק', 'ו', 'ם']",Noun,"tkula pattern, feminine","revival; (lit.) resistance, resilience"
יְקוּם,yekum,"['ק', 'ו', 'ם']",Noun,masculine,"universe, the whole world"
מְקוֹמִי,mekomi,"['ק', 'ו', 'ם']",Adjective,local,
הֲקָמָה,hakama,"['ק', 'ו', 'ם']",Noun,"haktala pattern, feminine","establishment, foundation, setting up"
מֵקִים,mekim,"['ק', 'ו', 'ם']",Noun,"maktil pattern, masculine",founder
קוֹמָה,koma,"['ק', 'ו', 'ם']",Noun,feminine,"floor, storey, tier; stature, height"
קוֹמוּנִיסְט,komunist,[],Noun,masculine,Communist
קוּמְקוּם,kumkum,[],Noun,kettle,
קִינָה,kina,"['ק', 'ו', 'ן']",Noun,"ktila pattern, feminine",lamentation
מְקוּוָּן,mekuvan,"['ק', 'ו', 'ן']",Adjective,mekuttal pattern,online
לְקוֹנֵן,lekonen,"['ק', 'ו', 'ן']",Verb,pi'el,"to lament, to mourn"
קוֹפִי,kofi,"['ק', 'ו', 'ף']",Adjective,"simian, apish, ape-like",
תְּקוּפָה,tkufa,"['ק', 'ו', 'ף']",Noun,"tkula pattern, feminine","period, era; season"
קוֹף,kof,"['ק', 'ו', 'ף']",Noun,masculine,"monkey, ape"
קוּפַּאי,kupay,[],Noun,masculine,cashier
קוּפָּה,kupa,[],Noun,feminine,"cash desk, cash register; money box, cash box; funds, money"
קוּפְסָה,kufsa,[],Noun,feminine,"box, container, can"
לָקוּץ,lakutz,"['ק', 'ו', 'ץ']",Verb,pa'al,"to loathe, to be sick of; to wake up (archaic)"
קוֹץ,kotz,[],Noun,"thorn, spine (plant), splinter",
קוֹצֶר רְאִייָּה,kotzer re'iya,[],Noun,"myopia, near-sightedness",
מָקוֹר,makor,"['ק', 'ו', 'ר']",Noun,"miktal pattern, masculine","source, origin"
מְקוֹרִי,mekori,"['ק', 'ו', 'ר']",Adjective,original,
מְקוֹרִיּוּת,mekoriyut,"['ק', 'ו', 'ר']",Noun,feminine,originality
לְקַזֵּז,lekazez,"['ק', 'ז', 'ז']",Verb,pi'el,"to deduct, to reduce; to offset (tax)"
לְהִתְקַזֵּז,lehitkazez,"['ק', 'ז', 'ז']",Verb,hitpa'el,"to offset, to balance out; to settle debt (slang)"
קוֹטֶב,kotev,"['ק', 'ט', 'ב']",Noun,"kotel pattern, masculine","pole (geography, physics)"
לְקַטֵּב,lekatev,"['ק', 'ט', 'ב']",Verb,pi'el,to polarize
לְהִתְקוֹטֵט,lehitkotet,"['ק', 'ט', 'ט']",Verb,hitpa'el,to quarrel
לִקְטוֹל,liktol,"['ק', 'ט', 'ל']",Verb,pa'al,"to kill, to destroy"
לְהִיקָּטֵל,lehikatel,"['ק', 'ט', 'ל']",Verb,nif'al,"to be killed, destroyed; to be harshly criticised"
לְקַטֵּל,lekatel,"['ק', 'ט', 'ל']",Verb,pi'el,"to kill, to murder (archaic)"
לְהִתְקַטֵּל,lehitkatel,"['ק', 'ט', 'ל']",Verb,hitpa'el,to kill each other (arhaic)
קַטְלָן,katlan,"['ק', 'ט', 'ל']",Adjective,katlan pattern,"deadly, lethal"
קָטוּם,katum,"['ק', 'ט', 'ם']",Adjective,katul pattern,"trimmed, topped and tailed"
לִקְטוֹן,likton,"['ק', 'ט', 'ן']",Verb,pa'al,to diminish; to be unworthy
קָטָן,katan,"['ק', 'ט', 'ן']",Adjective,katal pattern,small
קַטְנוּנִי,katnuni,"['ק', 'ט', 'ן']",Adjective,petty,
קְטַנְטַן,ktantan,"['ק', 'ט', 'ן']",Adjective,ktaltal pattern,"tiny, miniature"
לְהַקְטִין,lehaktin,"['ק', 'ט', 'ן']",Verb,hif'il,"to reduce, to diminish"
לִקְטוֹעַ,liktoa,"['ק', 'ט', 'ע']",Verb,pa'al,"to interrupt, to truncate, to amputate"
קֶטַע,keta,"['ק', 'ט', 'ע']",Noun,"ketel pattern, masculine","section, segment; part"
קָטוּעַ,katua,"['ק', 'ט', 'ע']",Adjective,katul pattern,"disrupted, interrupted; amputated, cut off"
מְקוּטָּע,mekuta,"['ק', 'ט', 'ע']",Adjective,mekuttal pattern,"broken, fragmented"
לְהִיקָּטֵעַ,lehikatea,"['ק', 'ט', 'ע']",Verb,nif'al,to be cut off; to be interrupted
לִקְטוֹף,liktof,"['ק', 'ט', 'ף']",Verb,pa'al,"to pluck, to pick (fruit, flowers)"
לְהִיקָּטֵף,lehikatef,"['ק', 'ט', 'ף']",Verb,nif'al,to be harvested
קְטִיפָה,ktifa,"['ק', 'ט', 'ף']",Noun,"ktila pattern, feminine",velvet
קוֹטֶר,koter,"['ק', 'ט', 'ר']",Noun,"kotel pattern, masculine","diameter; caliber, calibre"
לְקַטֵּר,lekater,"['ק', 'ט', 'ר']",Verb,pi'el,to burn incense; to complain (slang)
קַטָּר,katar,"['ק', 'ט', 'ר']",Noun,"kattal pattern, masculine",locomotive
קִיטוֹר,kitor,"['ק', 'ט', 'ר']",Noun,"steam; smoke, column of smoke",
לְהַקְטִיר,lehaktir,"['ק', 'ט', 'ר']",Verb,hif'il,to burn incense
לְקַטְרֵג,lekatreg,"['ק', 'ט', 'ר', 'ג']",Verb,pi'el,"to accuse, to blame, to testify against (lit.) (על)"
לְהָקִיא,lehaki,"['ק', 'י', 'א']",Verb,hif'il,to vomit
קֵיבָה,keiva,[],Noun,feminine,stomach (organ)
קַייְטָנָה,kaytana,[],Noun,feminine,summer camp (for children)
לְקַייֵּם,lekayem,"['ק', 'י', 'ם']",Verb,pi'el,"to fulfil, to make true; to maintain"
לְהִתְקַייֵּם,lehitkayem,"['ק', 'י', 'ם']",Verb,hitpa'el,"to exist, to take place, to be carried out, to be true"
קִיּוּם,kiyum,"['ק', 'י', 'ם']",Noun,"kittul pattern, masculine","existence; implementation, fulfilment; preservation, maintenance; confirmation, approval"
קַייָּם,kayam,"['ק', 'י', 'ם']",Adjective,kattal pattern,existing; to exist (when used as a verb)
קַיִן,kayin,"['ק', 'י', 'ן']",Noun,"ketel pattern, masculine","spear (biblical, rare)"
קִינָמוֹן,kinamon,[],Noun,masculine,cinnamon
לְהָקִיץ,lehakitz,"['ק', 'י', 'ץ']",Verb,hif'il,"to awaken, to wake up"
קַיִץ,kayitz,"['ק', 'י', 'ץ']",Noun,"ketel pattern, masculine",summer
קִיצוֹנִי,kitzoni,[],Adjective,"extreme, farthest; extremist, fanatical, radical",
קִיקָיוֹן,kikayon,[],Noun,masculine,"ricinus, castor-oil plant"
קִיקְיוֹנִי,kikyoni,[],Adjective,"ephemeral, transitory",
קִיר,kir,[],Noun,masculine,wall
קַלְדָנוּת,kaldanut,"['ק', 'ל', 'ד']",Noun,feminine,typing
הַקְלָדָה,haklada,"['ק', 'ל', 'ד']",Noun,"haktala pattern, feminine",typing (on a keyboard)
מִקְלֶדֶת,mikledet,"['ק', 'ל', 'ד']",Noun,"miktelet pattern, feminine",keyboard
קַלְדָן,kaldan,"['ק', 'ל', 'ד']",Noun,"katlan pattern, masculine",typist
לְהַקְלִיד,lehaklid,"['ק', 'ל', 'ד']",Verb,hif'il,to type (on a keyboard)
קְלִיד,klid,"['ק', 'ל', 'ד']",Noun,"ktil pattern, masculine","key (of a piano, organ, etc.)"
לְהִתְקַלֵּחַ,lehitkaleach,"['ק', 'ל', 'ח']",Verb,hitpa'el,to take a shower
לִקְלוֹחַ,likloach,"['ק', 'ל', 'ח']",Verb,pa'al,"to flow, to stream"
מִקְלַחַת,miklachat,"['ק', 'ל', 'ח']",Noun,"miktelet pattern, feminine",shower
קִילּוּחַ,kiluach,"['ק', 'ל', 'ח']",Noun,"kittul pattern, masculine","trickle; flow (of words, emotions, sounds); shower"
לְקַלֵּחַ,lekaleach,"['ק', 'ל', 'ח']",Verb,pi'el,"to shower, to wash"
קְלִיטָה,klita,"['ק', 'ל', 'ט']",Noun,"ktila pattern, feminine","comprehension, absorption; absorption, adaptation (of immigrants); perception; reception (radio, telecom); acceptance"
מִקְלָט,miklat,"['ק', 'ל', 'ט']",Noun,"miktal pattern, masculine","shelter, refuge"
הַקְלָטָה,haklata,"['ק', 'ל', 'ט']",Noun,"haktala pattern, feminine","recording (on a disk, tape)"
הִיקָּלְטוּת,hikaltut,"['ק', 'ל', 'ט']",Noun,"hikkatlut pattern, feminine","absorption, assimilation"
קַלֶּטֶת,kaletet,"['ק', 'ל', 'ט']",Noun,"kattelet pattern, feminine",cassette
מַקְלֵט,maklet,"['ק', 'ל', 'ט']",Noun,"maktel pattern, masculine","receiver (radio, TV)"
תַּקְלִיט,taklit,"['ק', 'ל', 'ט']",Noun,"taktil pattern, masculine","record, album, disk (music)"
לְהַקְלִיט,lehaklit,"['ק', 'ל', 'ט']",Verb,hif'il,"to tape, to record"
לְהִיקָּלֵט,lehikalet,"['ק', 'ל', 'ט']",Verb,nif'al,"to be received, to adapt; to be understood"
לִקְלוֹט,liklot,"['ק', 'ל', 'ט']",Verb,pa'al,"to absorb, to collect; to comprehend, to understand"
קֶלֶט,kelet,"['ק', 'ל', 'ט']",Noun,"ketel pattern, masculine",input (computing)
קָלִיט,kalit,"['ק', 'ל', 'ט']",Adjective,katil pattern,"catchy (tune, slogan, logo, etc.)"
לִקְלוֹת,liklot,"['ק', 'ל', 'ה']",Verb,pa'al,"to toast, to roast"
לְהִיקָּלוֹת,lehikalot,"['ק', 'ל', 'ה']",Verb,nif'al,"to be toasted, roasted"
קָלוֹן,kalon,"['ק', 'ל', 'ה']",Noun,"katon pattern, masculine","disgrace, shame"
קַלּוּת,kalut,"['ק', 'ל', 'ל']",Noun,feminine,"ease, easiness"
קְלָלָה,klala,"['ק', 'ל', 'ל']",Noun,"ktala pattern, feminine",curse
קַל,kal,"['ק', 'ל', 'ל']",Adjective,kal pattern,"light, lightweight; easy, simple"
הֲקַלָּה,hakala,"['ק', 'ל', 'ל']",Noun,"haktala pattern, feminine","relief, facilitation, easing"
לְקַלֵּל,lekalel,"['ק', 'ל', 'ל']",Verb,pi'el,"to damn, to curse"
לְהָקֵל,lehakel,"['ק', 'ל', 'ל']",Verb,hif'il,"to ease, to alleviate"
קַלְמָר,kalmar,[],Noun,pencil case,
לְהִתְקַלֵּס,lehitkales,"['ק', 'ל', 'ס']",Verb,hitpa'el,"to ridicule, to humiliate, to mock (ב־) (lit.)"
קֶלַע,kela,"['ק', 'ל', 'ע']",Noun,"ketel pattern, masculine","slingshot; sling; behind-the-scene, wings in theatre (in plural)"
קָלָע,kala,"['ק', 'ל', 'ע']",Noun,"katal pattern, masculine","marksman, slinger"
מַקְלֵעַ,maklea,"['ק', 'ל', 'ע']",Noun,"maktel pattern, masculine",machine gun
קָלִיעַ,kalia,"['ק', 'ל', 'ע']",Noun,"katil pattern, masculine",bullet
לְהִיקָּלֵעַ,lehikalea,"['ק', 'ל', 'ע']",Verb,nif'al,"to be shot (of an arrow, bullet), to be thrown; to be woven, braided"
קְלִיעָה,kli'a,"['ק', 'ל', 'ע']",Noun,"ktila pattern, feminine","shooting, target practice, throwing"
קְלִיעָה,kli'a,"['ק', 'ל', 'ע']",Noun,"ktila pattern, feminine","braiding, basket weaving"
לִקְלוֹעַ,likloa,"['ק', 'ל', 'ע']",Verb,pa'al,"to shoot; to hit the target; to weave, to braid"
לִקְלוֹף,liklof,"['ק', 'ל', 'ף']",Verb,pa'al,"to skin, to scrape off (paint), to peel"
לְהִתְקַלֵּף,lehitkalef,"['ק', 'ל', 'ף']",Verb,hitpa'el,"to peel (of skin, paint etc.), to exfoliate"
לְקַלֵּף,lekalef,"['ק', 'ל', 'ף']",Verb,pi'el,"to scrape off (paint), to peel"
קְלָף,klaf,"['ק', 'ל', 'ף']",Noun,"ktal pattern, masculine",playing card; parchment
קְלִפָּה,klipa,"['ק', 'ל', 'ף']",Noun,"ktila pattern, feminine","peel, skin, bark, shell"
לְהַקְלִיק,lehaklik,"['ק', 'ל', 'ק']",Verb,hif'il,to click (computer jargon)
לְהִתְקַלְקֵל,lehitkalkel,"['ק', 'ל', 'ק', 'ל']",Verb,hitpa'el,"to be damaged, to be spoiled (of food products)"
לְקַלְקֵל,lekalkel,"['ק', 'ל', 'ק', 'ל']",Verb,pi'el,"to damage, to spoil"
מְקוּלְקָל,mekulkal,"['ק', 'ל', 'ק', 'ל']",Adjective,mekuttal pattern,"broken, out of order; sour, rotten (food)"
קִילְקוּל,kilkul,"['ק', 'ל', 'ק', 'ל']",Noun,"kittul pattern, masculine","malfunction; spoiling, decomposition, damage; corruption"
קִלְשׁוֹן,kilshon,"['ק', 'ל', 'ש']",Noun,"kitlon pattern, masculine",pitchfork
